Date,AAPL,AMD,AVGO,INTC,QCOM
230901,188.28831481933594,109.44999694824219,85.46249389648438,36.00776672363281,113.03157806396484
230905,188.5268096923828,110.77999877929688,85.42822265625,36.10612106323242,114.16786193847656
230906,181.77880859375,109.27999877929688,85.43800354003906,36.37167739868164,112.3360824584961
230907,176.46188354492188,106.58999633789062,83.94526672363281,37.55194091796875,104.2253189086914
230908,177.0780487060547,106.08999633789062,83.9961929321289,37.38473129272461,103.97062683105469
230911,178.25074768066406,105.31999969482422,84.15193939208984,37.955196380615234,108.02600860595703
230912,175.20970153808594,105.30999755859375,82.71992492675781,38.22075653076172,108.95660400390625
230913,173.13259887695312,107.70999908447266,83.54367065429688,38.073219299316406,110.33778381347656
230914,174.65313720703125,106.62999725341797,85.37630462646484,38.033878326416016,111.70915985107422
230915,173.92767333984375,101.48999786376953,83.42123413085938,37.25687789916992,110.82756805419922
230918,176.8693389892578,102.37000274658203,83.25668334960938,37.36506652832031,110.44554138183594
230919,177.96255493164062,101.61000061035156,83.1783218383789,35.74220657348633,108.45702362060547
230920,174.40467834472656,100.33999633789062,81.7966079711914,34.119346618652344,106.98767852783203
230921,172.85430908203125,96.11000061035156,79.60931396484375,34.08000946044922,105.75342559814453
230922,173.70901489257812,96.19999694824219,81.64987182617188,33.61774444580078,105.47916412353516
230925,174.99105834960938,97.37999725341797,82.12357330322266,33.72593307495117,108.1729507446289
230926,170.89654541015625,95.95999908447266,80.38043212890625,33.27349853515625,107.47745513916016
230927,169.3759765625,98.06999969482422,80.44149780273438,34.040672302246094,106.95830535888672
230928,169.63438415527344,102.76000213623047,81.93743896484375,34.601295471191406,108.82925415039062
230929,170.15115356445312,102.81999969482422,81.79759216308594,34.96520233154297,108.7900619506836
231002,172.67544555664062,103.2699966430664,82.22797393798828,34.87668228149414,108.82925415039062
231003,171.3337860107422,100.08000183105469,80.24650573730469,35.10289764404297,107.9378662109375
231004,172.58602905273438,104.06999969482422,81.13086700439453,35.33895492553711,107.60480499267578
231005,173.82826232910156,102.91000366210938,81.13579559326172,35.29961013793945,107.55583190917969
231006,176.392333984375,107.23999786376953,83.24332427978516,35.59467697143555,108.61375427246094
231009,177.883056640625,106.97000122070312,84.28919982910156,35.46681594848633,109.51496124267578
231010,177.2867431640625,109.01000213623047,84.53836822509766,35.830726623535156,110.01451873779297
231011,178.68804931640625,108.30999755859375,86.12886047363281,36.2733268737793,108.84884643554688
231012,179.59242248535156,108.79000091552734,89.18575286865234,36.233985900878906,109.18190002441406
231013,177.74392700195312,105.08999633789062,86.97777557373047,35.378299713134766,106.43913269042969
231016,177.61471557617188,106.45999908447266,88.88735961914062,35.95859146118164,108.25131225585938
231017,176.05442810058594,105.13999938964844,87.0979232788086,35.46681594848633,109.90676879882812
231018,174.7525177001953,102.16999816894531,87.35693359375,35.0537223815918,108.71170806884766
231019,174.3748779296875,102.4000015258789,85.466064453125,35.08323287963867,109.00556945800781
231020,171.81085205078125,101.80999755859375,84.06761932373047,34.34556198120117,106.40974426269531
231023,171.93008422851562,100.01000213623047,84.91358947753906,33.29316711425781,106.43913269042969
231024,172.3673858642578,101.66999816894531,86.77392578125,34.02099609375,107.15421295166016
231025,170.04185485839844,96.05999755859375,83.6736831665039,32.28995132446289,102.63842010498047
231026,165.85787963867188,93.66999816894531,81.42041015625,31.98504638671875,103.46125793457031
231027,167.17965698242188,96.43000030517578,82.56379699707031,34.95537185668945,104.28408813476562
231030,169.23684692382812,96.18000030517578,82.8484115600586,35.10289764404297,105.6260986328125
231031,169.71388244628906,98.5,82.86022186279297,35.899574279785156,106.76237487792969
231101,172.8940887451172,108.04000091552734,83.99967193603516,36.676578521728516,108.62355041503906
231102,176.4718475341797,107.83000183105469,85.80780792236328,37.079837799072266,114.96131134033203
231103,175.55751037597656,112.25,86.92853546142578,37.51259994506836,117.07715606689453
231106,178.12156677246094,111.75,86.74634552001953,37.44845962524414,117.4787826538086
231107,180.69557189941406,113.44999694824219,88.41956329345703,38.25762176513672,118.25263214111328
231108,181.75894165039062,113.58999633789062,89.73036193847656,37.418853759765625,117.60611724853516
231109,181.2819061279297,113.48999786376953,89.7549819946289,37.30044174194336,117.64530181884766
231110,185.49127197265625,118.58999633789062,94.29896545410156,38.346431732177734,121.67130279541016
231113,183.89906311035156,116.79000091552734,93.25603485107422,37.72475814819336,121.31866455078125
231114,186.52621459960938,119.87999725341797,95.81952667236328,38.889163970947266,124.75691986083984
231115,187.0934295654297,118.0,96.0598373413086,40.07330322265625,126.28504180908203
231116,188.78515625,119.83000183105469,94.49889373779297,42.77709197998047,126.06952667236328
231117,188.76522827148438,120.62000274658203,96.28929901123047,43.23101806640625,126.82379913330078
231120,190.51666259765625,121.52999877929688,98.06001281738281,44.14872360229492,126.86296844482422
231121,189.71060180664062,119.16000366210938,96.63103485107422,43.063262939453125,124.42386627197266
231122,190.37733459472656,122.51000213623047,95.72499084472656,43.09286117553711,124.89405822753906
231124,189.0438690185547,122.30999755859375,96.40156555175781,43.3790283203125,125.13894653320312
231127,188.86474609375,122.6500015258789,93.58201599121094,43.4974479675293,125.57974243164062
231128,189.4717559814453,122.01000213623047,93.19891357421875,43.64546203613281,124.00265502929688
231129,188.44679260253906,123.8499984741211,92.6552963256836,44.34607696533203,126.09254455566406
231130,189.0239715576172,121.16000366210938,91.16820526123047,44.1092529296875,127.21633911132812
231201,190.3076934814453,121.38999938964844,91.58873748779297,43.16194152832031,127.82752227783203
231204,188.50650024414062,118.56999969482422,90.99488830566406,41.79030990600586,128.10354614257812
231205,192.47705078125,118.37999725341797,89.92634582519531,41.365989685058594,128.89218139648438
231206,191.38241577148438,116.81999969482422,88.99272918701172,40.72458267211914,128.11343383789062
231207,193.32290649414062,128.3699951171875,90.82646942138672,41.59295654296875,131.05108642578125
231208,194.75588989257812,128.9199981689453,92.99702453613281,42.13568878173828,131.0806427001953
231211,192.2382049560547,134.41000366210938,101.36212921142578,43.95136260986328,134.1661834716797
231212,193.76077270507812,137.61000061035156,105.60081481933594,43.45797348022461,134.7379150390625
231213,196.99493408203125,138.19000244140625,107.31539916992188,43.98097229003906,136.8278045654297
231214,197.14418029785156,138.0,108.96990203857422,44.582908630371094,139.4894256591797
231215,196.60682678222656,139.14999389648438,111.2596206665039,45.54995346069336,141.09628295898438
231218,194.9350128173828,138.89999389648438,112.95943450927734,45.08616638183594,139.63731384277344
231219,195.97988891601562,140.14999389648438,112.7447509765625,46.0433464050293,141.19483947753906
231220,193.88018798828125,135.47000122070312,109.85582733154297,45.155242919921875,138.4445037841797
231221,193.73089599609375,139.91000366210938,111.52882385253906,46.45779800415039,140.41610717773438
231222,192.6561737060547,139.60000610351562,111.00348663330078,47.365638732910156,141.45118713378906
231226,192.10885620117188,143.41000366210938,111.98393249511719,49.83259963989258,143.39317321777344
231227,192.20835876464844,146.07000732421875,111.41801452636719,50.08916091918945,143.64947509765625
231228,192.63629150390625,148.75999450683594,111.0460205078125,49.724056243896484,143.78749084472656
231229,191.5913848876953,147.41000366210938,110.43658447265625,49.58590316772461,142.57498168945312
240102,184.73497009277344,138.5800018310547,107.3824462890625,47.16828155517578,138.23748779296875
240103,183.35174560546875,135.32000732421875,104.7309799194336,46.42819595336914,135.6448516845703
240104,181.02317810058594,136.00999450683594,103.78416442871094,46.25057601928711,134.23516845703125
240105,180.29669189453125,138.5800018310547,103.81087493896484,46.27030944824219,134.78721618652344
240108,184.65536499023438,146.17999267578125,106.34065246582031,47.809696197509766,137.05453491210938
240109,184.23741149902344,149.25999450683594,107.09651947021484,47.41497802734375,137.90232849121094
240110,185.28228759765625,148.5399932861328,106.90656280517578,46.84264373779297,137.33055114746094
240111,184.6852264404297,148.02000427246094,108.826904296875,47.010398864746094,137.05453491210938
240112,185.01361083984375,146.55999755859375,109.58869934082031,46.49726486206055,138.20791625976562
240116,182.73477172851562,158.74000549316406,110.30895233154297,46.43806457519531,139.1148223876953
240117,181.78939819335938,160.1699981689453,109.19197082519531,45.4512825012207,137.34043884277344
240118,187.7104034423828,162.6699981689453,113.17312622070312,46.122291564941406,143.22557067871094
240119,190.62611389160156,174.22999572753906,119.83049011230469,47.51365661621094,149.8008270263672
240122,192.9447479248047,168.17999267578125,120.75060272216797,47.582733154296875,150.6978759765625
240123,194.2284698486328,168.4199981689453,121.32540130615234,48.243873596191406,151.3189239501953
240124,193.55177307128906,178.2899932861328,124.05206298828125,48.44123077392578,152.17657470703125
240125,193.223388671875,180.3300018310547,121.69047546386719,48.89515686035156,152.275146484375
240126,191.48191833496094,177.25,119.2052230834961,43.07312774658203,148.57843017578125
240129,190.79527282714844,177.8300018310547,120.48049926757812,43.2606201171875,147.51377868652344
240130,187.12327575683594,172.05999755859375,119.52972412109375,42.35277557373047,143.90577697753906
240131,183.5010223388672,167.69000244140625,116.74370574951172,42.51066207885742,146.39981079101562
240201,185.94903564453125,170.47999572753906,118.72340393066406,42.78696060180664,139.10499572753906
240202,184.94395446777344,177.66000366210938,121.13050079345703,42.03700256347656,139.67674255371094
240205,186.7650146484375,174.22999572753906,122.98653411865234,42.20475387573242,141.98350524902344
240206,188.37713623046875,167.8800048828125,120.96330261230469,42.29877853393555,142.05250549316406
240207,188.48658752441406,170.94000244140625,124.36767578125,42.33836364746094,143.8170623779297
240208,187.40191650390625,169.35000610351562,126.11882019042969,42.061256408691406,146.07452392578125
240209,188.1691436767578,172.47999572753906,126.97757720947266,42.86289596557617,148.8544464111328
240212,186.47525024414062,171.91000366210938,125.15321350097656,43.57545852661133,150.92462158203125
240213,184.37286376953125,171.5399932861328,123.8324203491211,42.71444320678711,147.9080810546875
240214,183.48606872558594,178.6999969482422,124.87818145751953,43.73380661010742,151.752685546875
240215,183.19712829589844,176.75999450683594,125.16014099121094,43.595252990722656,153.76368713378906
240216,181.6527099609375,173.8699951171875,123.22199249267578,43.060829162597656,150.52044677734375
240220,180.90541076660156,165.69000244140625,121.34915161132812,44.060401916503906,149.8008270263672
240221,181.66268920898438,164.2899932861328,121.43819427490234,43.021240234375,149.85009765625
240222,183.70526123046875,181.86000061035156,129.10073852539062,42.53630065917969,152.55116271972656
240223,181.86195373535156,176.52000427246094,128.2567901611328,42.54619598388672,152.7089080810547
240226,180.50686645507812,176.00999450683594,129.51922607421875,42.54619598388672,154.7987823486328
240227,181.97157287597656,178.0,128.24295043945312,42.28887939453125,156.0507354736328
240228,180.76593017578125,176.5399932861328,127.5692138671875,41.556522369384766,154.41590881347656
240229,180.0983428955078,192.52999877929688,128.6644287109375,42.60557556152344,156.3380584716797
240301,179.01226806640625,202.63999938964844,138.42738342285156,43.36762619018555,161.58929443359375
240304,174.4687042236328,205.36000061035156,138.7330780029297,45.1391487121582,165.02737426757812
240305,169.5066680908203,205.1300048828125,132.84542846679688,42.71444320678711,159.96437072753906
240306,168.51025390625,210.6300048828125,133.56271362304688,44.05050277709961,166.3451385498047
240307,168.3907012939453,211.3800048828125,139.20301818847656,45.67357635498047,174.1030731201172
240308,170.11447143554688,207.38999938964844,129.47865295410156,43.54576873779297,169.00047302246094
240311,172.12718200683594,198.38999938964844,127.93527221679688,44.39689254760742,169.54539489746094
240312,172.60543823242188,202.75999450683594,127.81261444091797,44.77296829223633,171.48736572265625
240313,170.51303100585938,194.7899932861328,124.44780731201172,42.78371810913086,167.69261169433594
240314,172.3762664794922,187.05999755859375,124.88312530517578,42.30867385864258,166.8999786376953
240315,171.99765014648438,191.05999755859375,122.234619140625,42.199806213378906,165.66146850585938
240318,173.09368896484375,190.64999389648438,122.40676879882812,42.26908493041992,165.38404846191406
240319,175.4451904296875,181.4199981689453,122.48295593261719,41.61589813232422,162.5900115966797
240320,178.02581787109375,179.72999572753906,126.77912902832031,41.76435470581055,166.1271514892578
240321,170.7521514892578,178.67999267578125,133.9328155517578,41.98208236694336,169.27789306640625
240322,171.6588592529297,179.64999389648438,134.47630310058594,42.13053512573242,168.5347900390625
240325,170.23403930664062,178.6300048828125,134.28851318359375,41.39817428588867,165.97853088378906
240326,169.09814453125,177.8699951171875,132.2924346923828,41.556522369384766,165.53268432617188
240327,172.68515014648438,179.58999633789062,131.024658203125,43.318145751953125,167.57373046875
240328,170.86175537109375,180.49000549316406,131.6883544921875,43.714012145996094,167.7421417236328
240401,169.4169921875,183.33999633789062,134.15736389160156,44.060401916503906,170.13987731933594
240402,168.2312774658203,178.6999969482422,133.0147705078125,43.48638916015625,169.46612548828125
240403,169.03834533691406,180.77000427246094,135.44403076171875,39.913658142089844,172.3097381591797
240404,168.21136474609375,165.8300018310547,130.90243530273438,39.31985092163086,168.19790649414062
240405,168.96859741210938,170.4199981689453,133.08131408691406,38.31037902832031,169.95162963867188
240408,167.84268188476562,169.89999389648438,132.75047302246094,37.58791732788086,172.02239990234375
240409,169.0582733154297,170.77999877929688,132.54977416992188,37.93430709838867,173.9544677734375
240410,167.1750946044922,167.13999938964844,131.3863067626953,36.81596755981445,169.2877960205078
240411,174.40892028808594,170.5,137.35665893554688,37.24153137207031,173.5185089111328
240412,175.91348266601562,163.27999877929688,133.54234313964844,35.321556091308594,169.71383666992188
240415,172.06739807128906,160.32000732421875,130.22581481933594,35.935157775878906,168.27719116210938
240416,168.7693328857422,163.4600067138672,132.05099487304688,35.88566970825195,167.02877807617188
240417,167.39430236816406,154.02000427246094,127.4378662109375,35.31166076660156,162.8079833984375
240418,166.437744140625,155.0800018310547,125.08908081054688,34.67826843261719,159.95448303222656
240419,164.40512084960938,146.63999938964844,119.69599914550781,33.84694290161133,156.17955017089844
240422,165.24208068847656,148.63999938964844,121.65828704833984,34.054771423339844,158.7060546875
240423,166.2982635498047,152.27000427246094,124.1153793334961,33.92611312866211,159.8653106689453
240424,168.41062927246094,151.74000549316406,124.87347412109375,34.14384078979492,162.12432861328125
240425,169.27749633789062,153.75999450683594,128.60928344726562,34.74754333496094,161.79736328125
240426,168.6896209716797,157.39999389648438,133.54234313964844,31.55088996887207,164.13565063476562
240429,172.8744659423828,160.1999969482422,133.0008544921875,31.036256790161133,167.64306640625
240430,169.7158966064453,158.3800048828125,129.19052124023438,30.155445098876953,164.3238983154297
240501,168.6896209716797,144.27000427246094,123.48645782470703,30.05647850036621,162.5998992919922
240502,172.4061737060547,146.16000366210938,123.06021881103516,30.195032119750977,178.44277954101562
240503,182.71885681152344,150.60000610351562,126.98876953125,30.58100700378418,177.9870147705078
240506,181.0548858642578,155.77999877929688,130.1880645751953,30.774776458740234,180.1766815185547
240507,181.7423858642578,154.42999267578125,129.4727020263672,30.486604690551758,178.4923095703125
240508,182.0811767578125,153.6199951171875,131.6843719482422,29.81089210510254,178.88864135742188
240509,183.90457153320312,152.38999938964844,129.72705078125,29.90032386779785,178.8787078857422
240510,182.63742065429688,151.9199981689453,132.42259216308594,29.66183853149414,180.40455627441406
240513,185.8601531982422,150.55999755859375,132.89056396484375,30.317676544189453,182.5149688720703
240514,187.00755310058594,153.16000366210938,137.11521911621094,30.854272842407227,187.2311553955078
240515,189.2924041748047,159.6699981689453,142.69308471679688,31.072887420654297,192.8192596435547
240516,189.41212463378906,162.6199951171875,140.30455017089844,31.828094482421875,191.49159240722656
240517,189.4420623779297,164.47000122070312,138.6313934326172,31.629356384277344,192.07615661621094
240520,190.6094207763672,166.3300018310547,140.49334716796875,31.897653579711914,195.9402618408203
240521,191.91647338867188,164.66000366210938,139.01986694335938,31.5399227142334,199.00184631347656
240522,190.46974182128906,165.52000427246094,138.32835388183594,31.221940994262695,201.06268310546875
240523,186.45880126953125,160.42999267578125,138.43267822265625,29.8903865814209,199.90345764160156
240524,189.5518035888672,166.36000061035156,139.87831115722656,30.526351928710938,208.42433166503906
240528,189.56179809570312,171.61000061035156,140.33633422851562,30.86421012878418,211.11929321289062
240529,189.86111450195312,165.13999938964844,138.17236328125,29.94007110595703,206.34364318847656
240530,190.85885620117188,166.75,135.5304718017578,29.99969482421875,203.7470703125
240531,191.8166961669922,166.89999389648438,132.0003204345703,30.655534744262695,203.0009307861328
240603,193.59266662597656,163.5500030517578,131.33961486816406,30.099063873291016,204.8513641357422
240604,193.91195678710938,159.99000549316406,132.2258758544922,29.8407039642334,203.31927490234375
240605,195.42852783203125,166.1699981689453,140.3999481201172,30.585975646972656,210.81056213378906
240606,194.04165649414062,166.77999877929688,139.2255401611328,30.22824478149414,208.36322021484375
240607,196.4462432861328,167.8699951171875,139.75909423828125,30.546226501464844,205.55770874023438
240610,192.68472290039062,160.33999633789062,143.1203155517578,30.71515464782715,208.273681640625
240611,206.68310546875,158.9600067138672,145.16310119628906,30.7250919342041,207.4479522705078
240612,212.58978271484375,160.24000549316406,148.58892822265625,30.56610107421875,214.28262329101562
240613,213.75714111328125,159.89999389648438,166.81887817382812,30.26799201965332,216.690185546875
240614,212.01107788085938,159.6300048828125,172.38783264160156,30.258056640625,214.22293090820312
240617,216.18165588378906,158.39999389648438,181.71044921875,30.784713745117188,221.0775146484375
240618,213.8070068359375,154.6300048828125,179.09242248535156,30.436920166015625,225.92247009277344
240620,209.20741271972656,161.77999877929688,172.3401336669922,30.426984786987305,214.36221313476562
240621,207.02235412597656,161.22999572753906,164.79598999023438,30.894020080566406,211.4373321533203
240624,207.67086791992188,160.25,158.6990203857422,30.37729835510254,199.8074188232422
240625,208.59878540039062,160.25,157.56077575683594,30.546226501464844,201.13058471679688
240626,212.7693634033203,157.5399932861328,158.6781005859375,30.347488403320312,196.3154754638672
240627,213.61746215820312,159.47000122070312,158.14585876464844,30.397172927856445,194.1466827392578
240628,210.14527893066406,162.2100067138672,160.0266571044922,30.774776458740234,198.1559600830078
240701,216.261474609375,157.69000244140625,163.54209899902344,30.645597457885742,199.0015869140625
240702,219.77354431152344,164.30999755859375,165.2046356201172,30.874147415161133,199.1309356689453
240703,221.0506591796875,163.89999389648438,172.35511779785156,31.033138275146484,202.7621612548828
240705,225.82984924316406,171.89999389648438,169.77259826660156,31.818159103393555,204.6921844482422
240708,227.30653381347656,178.69000244140625,174.01365661621094,33.77574157714844,206.82118225097656
240709,228.16458129882812,177.10000610351562,172.7627716064453,34.3719596862793,206.05514526367188
240710,232.4548797607422,183.9600067138672,173.89703369140625,34.65019226074219,207.72650146484375
240711,227.05709838867188,181.94000244140625,170.03575134277344,33.2888298034668,198.82252502441406
240712,230.0203857421875,181.61000061035156,169.5094757080078,34.27259063720703,201.38925170898438
240715,233.87168884277344,179.8300018310547,170.8580322265625,34.242774963378906,207.10968017578125
240716,234.29075622558594,177.5500030517578,168.82473754882812,34.12353515625,208.5621795654297
240717,228.3641357421875,159.42999267578125,155.46865844726562,34.242774963378906,190.6149444580078
240718,223.67471313476562,155.77000427246094,159.9937744140625,34.65019226074219,190.4756622314453
240719,223.80442810058594,151.5800018310547,156.83416748046875,32.7721061706543,185.25265502929688
240722,223.45523071289062,155.8699951171875,160.53199768066406,33.15964889526367,193.9676055908203
240723,224.5028533935547,154.0,163.23312377929688,32.7422981262207,192.35594177246094
240724,218.04742431640625,144.6300048828125,150.8438720703125,31.50017547607422,180.1390838623047
240725,216.99981689453125,138.32000732421875,148.7706756591797,30.90395736694336,174.48828125
240726,217.46875,139.99000549316406,151.13291931152344,31.152381896972656,179.1243133544922
240729,217.7481231689453,139.75,149.7275390625,30.63566017150879,177.7215576171875
240730,218.30685424804688,138.44000244140625,143.0495147705078,29.94007110595703,166.08172607421875
240731,221.5794677734375,144.47999572753906,160.1532440185547,30.546226501464844,180.01968383789062
240801,217.8678436279297,132.5399932861328,146.5380401611328,28.866878509521484,163.15682983398438
240802,219.3644561767578,132.5,143.34852600097656,21.3445987701416,158.49093627929688
240805,208.79833984375,134.82000732421875,141.61422729492188,19.983234405517578,157.137939453125
240806,206.76292419433594,130.17999267578125,143.4481964111328,19.704999923706055,157.9039764404297
240807,209.34710693359375,128.6699981689453,135.82327270507812,18.989999771118164,155.3173370361328
240808,212.8292236328125,136.32000732421875,145.26223754882812,20.489999771118164,164.10194396972656
240809,215.7526397705078,134.27000427246094,147.77395629882812,19.709999084472656,163.63436889648438
240812,217.2909393310547,136.77000427246094,148.13278198242188,19.360000610351562,162.0525360107422
240813,221.02682495117188,141.1300048828125,155.6480712890625,20.469999313354492,168.5987091064453
240814,221.47633361816406,140.75,157.1730499267578,19.920000076293945,166.29063415527344
240815,224.47303771972656,147.36000061035156,165.58538818359375,20.690000534057617,172.4488067626953
240816,225.80157470703125,148.55999755859375,165.17672729492188,20.8700008392334,171.29476928710938
240819,225.64175415039062,155.27999877929688,167.16021728515625,21.520000457763672,173.36407470703125
240820,226.2610626220703,156.39999389648438,165.40597534179688,20.989999771118164,171.2251434326172
240821,226.15118408203125,157.80999755859375,165.2365264892578,21.40999984741211,173.3242950439453
240822,224.2832489013672,151.6999969482422,161.80780029296875,20.100000381469727,168.13113403320312
240823,226.5906982421875,154.97999572753906,165.81463623046875,20.540000915527344,172.6079864501953
240826,226.93032836914062,149.99000549316406,159.0967254638672,20.1299991607666,168.6186065673828
240827,227.77938842773438,150.5,160.8609161376953,20.06999969482422,173.0357666015625
240828,226.2410888671875,146.36000061035156,157.66143798828125,19.610000610351562,170.9664764404297
240829,229.53746032714844,145.49000549316406,156.41554260253906,20.1299991607666,168.6186065673828
240830,228.7483367919922,148.55999755859375,162.28623962402344,22.040000915527344,174.39874267578125
